Station Name,Latitude,Number_Of_Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
Barton Springs/Bouldin @ Palmer Auditorium,30.25971,7,8,"30.25971,-97.75346",Pluckers Office,BBQ Joint,30.259121,-97.753157,88,"30.25971,-97.75346",,0.92497725,,
Barton Springs/Bouldin @ Palmer Auditorium,30.25971,7,8,"30.25971,-97.75346",El Mercado Restaurant,Mexican Restaurant,30.25976,-97.754853,133,"30.25971,-97.75346",,,,
Barton Springs/Bouldin @ Palmer Auditorium,30.25971,7,8,"30.25971,-97.75346",Terry Black's Barbecue,BBQ Joint,30.259771,-97.754879,144,"30.25971,-97.75346",8.9,0.998401583,2,
Barton Springs/Bouldin @ Palmer Auditorium,30.25971,7,8,"30.25971,-97.75346",Playa Pizza & Pastelitos,Pizzeria,30.258835,-97.752304,147,"30.25971,-97.75346",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Iron Cactus Mexican Restaurant and Margarita Bar,Mexican Restaurant,30.26728,-97.739534,7,"30.26735,-97.73933",7.3,0.980367953,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",TacoWey,Fast Food Restaurant,30.266958,-97.739722,22,"30.26735,-97.73933",,0.912387735,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Jackalope Night Club,Night Club,30.267227,-97.739128,23,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Jack's Pizza,Pizzeria,30.267232,-97.739029,35,"30.26735,-97.73933",,0.013072206,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Jackalope,Dive Bar,30.267166,-97.73893,36,"30.26735,-97.73933",7.2,0.98737092,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Dirty 6,Bar,30.267151,-97.740658,37,"30.26735,-97.73933",,0.853713155,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Pour Choices,Arts and Entertainment,30.266844,-97.739118,39,"30.26735,-97.73933",7.5,0.982385757,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Maggie Mae's Harley-Davidson Room,Dive Bar,30.266958,-97.739722,43,"30.26735,-97.73933",,0.609732938,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Mama V's Quesadillaville,Mexican Restaurant,30.267477,-97.73971,44,"30.26735,-97.73933",,0.217313551,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Funki Chicken,American Restaurant,30.267051,-97.739638,44,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Roppolo's Pizzeria,Pizzeria,30.267452,-97.739783,47,"30.26735,-97.73933",6,0.943841741,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Shakespeare's Pub,Cocktail Bar,30.267452,-97.739783,50,"30.26735,-97.73933",6.5,0.992332344,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Rooftop on 6th,Night Club,30.267123,-97.738868,51,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Mooseknuckle Pub,Bar,30.267123,-97.738868,51,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Blind Pig Pub,Cocktail Bar,30.267062,-97.739982,53,"30.26735,-97.73933",7.4,0.989926805,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Wild Greg’s Saloon,Bar,30.267476,-97.739883,54,"30.26735,-97.73933",,0.91290999,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Buck Wild,Bar,30.267487,-97.740054,56,"30.26735,-97.73933",5.4,0.948510386,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Ale House,Bar,30.267402,-97.739929,57,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Terminal Six,Arts and Entertainment,30.267487,-97.740054,59,"30.26735,-97.73933",,0.101895153,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Midnight Cowboy,Cocktail Bar,30.267147,-97.740107,60,"30.26735,-97.73933",8.5,0.965095945,3,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Museum of the Weird,Museum,30.267148,-97.738795,65,"30.26735,-97.73933",6,0.964660732,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Roppolo's Pizzeria,Pizzeria,30.266999,-97.738745,68,"30.26735,-97.73933",7.1,0.878211672,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Library Bar,Bar,30.266844,-97.739118,70,"30.26735,-97.73933",7.2,0.995046489,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Buffalo Room Austin,Bar,30.266701,-97.739348,72,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Moonlight,Beer Bar,30.26705,-97.740035,75,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Cheers Shot Bar,Night Club,30.267173,-97.738722,76,"30.26735,-97.73933",5.9,0.96224728,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Las Perlas,Cocktail Bar,30.267742,-97.738565,78,"30.26735,-97.73933",7.7,0.994041543,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Touche,Night Club,30.266741,-97.738858,78,"30.26735,-97.73933",6.1,0.901103858,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Heros Gyros,Fast Food Restaurant,30.26776,-97.7387,81,"30.26735,-97.73933",6.6,0.928569733,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Majestic Austin,Night Club,30.266741,-97.738858,81,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Seven Grand,Whisky Bar,30.267785,-97.738627,82,"30.26735,-97.73933",8.5,0.967184965,3,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Vulcan Gas Company,Music Venue,30.267156,-97.738587,82,"30.26735,-97.73933",6.2,0.957032641,3,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The Nook Amphitheater,Music Venue,30.267097,-97.740252,84,"30.26735,-97.73933",6.7,0.877570722,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",San Jac Saloon,Music Venue,30.267462,-97.740127,90,"30.26735,-97.73933",8.6,0.985455984,3,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Buckshot Sixth Street,Arts and Entertainment,30.267002,-97.738473,90,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Cafe Divine,Café,30.268342,-97.739438,95,"30.26735,-97.73933",,0.914635015,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Gyro Express,Greek Restaurant,30.26707,-97.738462,95,"30.26735,-97.73933",,0.370453017,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Nuno's Bar & Grill,Music Venue,30.26713,-97.73866,97,"30.26735,-97.73933",7.5,0.642144411,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Parkside,American Restaurant,30.267139,-97.740309,99,"30.26735,-97.73933",8.2,0.973040554,3,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Pete's Dueling Piano Bar,Bar,30.26668,-97.738661,100,"30.26735,-97.73933",8.2,0.988407517,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Pizzeria Papparazzi,Pizzeria,30.267505,-97.740189,102,"30.26735,-97.73933",5.8,0.884818991,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Zaza Mediterranean food,Mediterranean Restaurant,30.26673,-97.738515,104,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Darwin's Pub,Cocktail Bar,30.26733,-97.7407,114,"30.26735,-97.73933",6.7,0.9604273,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Roxy,Night Club,30.267745,-97.740428,114,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Latitude 30,Bar,30.267101,-97.740804,127,"30.26735,-97.73933",5.8,0.417970326,2,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Stella San Jac,Restaurant,30.266486,-97.740348,128,"30.26735,-97.73933",7,0.982615232,3,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",The British Music Embassy,Arts and Entertainment,30.267083,-97.740669,131,"30.26735,-97.73933",,,,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Coyote Ugly Saloon,Cocktail Bar,30.266584,-97.738192,133,"30.26735,-97.73933",5.3,0.985115727,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Holy Grounds,Coffee Shop,30.268503,-97.739344,141,"30.26735,-97.73933",8,0.907695351,1,
6th/Trinity,30.26735,6,5,"30.26735,-97.73933",Bbg's,Night Club,30.267848,-97.740688,141,"30.26735,-97.73933",,,,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",Texas Music Museum,History Museum,30.269463,-97.730566,23,"30.26968,-97.73074",,0.890389713,,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",African American Cultural & Heritage Facility,History Museum,30.270042,-97.730752,44,"30.26968,-97.73074",,0.856126607,,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",Ice Ice Baby,Frozen Yogurt Shop,30.269949,-97.730836,45,"30.26968,-97.73074",,0.590259149,1,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",L'Oca D'Oro,Italian Restaurant,30.270114,-97.731293,71,"30.26968,-97.73074",,,,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",Franklin Barbecue,BBQ Joint,30.270071,-97.731231,74,"30.26968,-97.73074",9,0.990456973,2,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",Legend Coffee Co.,Coffee Shop,30.270139,-97.73122,81,"30.26968,-97.73074",6.9,0.843418398,1,
East 11th/San Marcos,30.26968,1,8,"30.26968,-97.73074",Old Thousand,Asian Restaurant,30.269603,-97.729785,90,"30.26968,-97.73074",8.3,0.965206726,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Try Hard Coffee Roasters,Coffee Shop,30.268788,-97.7286,9,"30.26896,-97.72843",7.6,0.974646884,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Uncle Nicky's,Italian Restaurant,30.268788,-97.7286,17,"30.26896,-97.72843",,0.9327636,2,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Wasota African Cuisine,African Restaurant,30.269196,-97.728537,18,"30.26896,-97.72843",,0.720902077,2,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Sassy's Vegetarian Soul Food,Restaurant,30.269091,-97.728305,18,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Aimee's Super Fantazmo,Mediterranean Restaurant,30.269171,-97.72861,19,"30.26896,-97.72843",,0.839074184,2,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Bone-a-fide Vegan,Vegan and Vegetarian Restaurant,30.26913,-97.728384,19,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Aimee's Super Fantazmo Food Club,Greek Restaurant,30.26914,-97.72843,20,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Artessano,Colombian Restaurant,30.269103,-97.72862,24,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Victory Grill,Rock Club,30.269146,-97.728683,26,"30.26896,-97.72843",6.3,0.918607319,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",The Rolling Rooster,American Restaurant,30.269244,-97.728558,33,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Community Vegan,Vegan and Vegetarian Restaurant,30.26889,-97.727915,50,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Scoot Inn,Bar,30.268556,-97.728153,52,"30.26896,-97.72843",,,,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Nickel City,Cocktail Bar,30.268624,-97.728143,55,"30.26896,-97.72843",8.9,0.986508408,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Tony's Jamaican Food,Caribbean Restaurant,30.268799,-97.727632,57,"30.26896,-97.72843",8.2,0.922326409,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Delray Cafe,Burger Joint,30.268624,-97.728143,60,"30.26896,-97.72843",,0.544181998,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Moe’s Tavern,Bar,30.268435,-97.727758,71,"30.26896,-97.72843",,0.363608309,2,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Paperboy,American Restaurant,30.268435,-97.727758,112,"30.26896,-97.72843",9,0.9736182,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Old Thousand,Asian Restaurant,30.269603,-97.729785,145,"30.26896,-97.72843",8.3,0.965206726,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",J. Leonardi's Barbeque,Restaurant,30.269014,-97.727944,512,"30.26896,-97.72843",,0.85613452,1,
East 11th/Victory Grill,30.26896,1,9,"30.26896,-97.72843",Thai Kruefha,Thai Restaurant,30.269171,-97.72861,4313,"30.26896,-97.72843",,0.776403561,1,
23rd/San Jacinto @ DKR Stadium,30.2856,7,14,"30.2856,-97.7335",Hat Creek,Burger Joint,30.285082,-97.733591,58,"30.2856,-97.7335",,,,
23rd/San Jacinto @ DKR Stadium,30.2856,7,14,"30.2856,-97.7335",Landmarks Public Art Program,Museum,30.285705,-97.732527,94,"30.2856,-97.7335",,,,
23rd/San Jacinto @ DKR Stadium,30.2856,7,14,"30.2856,-97.7335",Landmarks,Museum,30.285829,-97.734786,125,"30.2856,-97.7335",,,,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Jo's Hot Coffee Good Food,Coffee Shop,30.251029,-97.749375,11,"30.25103,-97.74926",,,,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Lucky Robot Japanese Kitchen,Sushi Restaurant,30.250908,-97.74898,13,"30.25103,-97.74926",7.7,0.953305638,2,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Jo's Coffee,Coffee Shop,30.251097,-97.749365,16,"30.25103,-97.74926",8.8,0.988312562,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Amy's Ice Cream,Burger Joint,30.25084,-97.74899,20,"30.25103,-97.74926",8.9,0.979576657,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Hot Coffee Good Food,Restaurant,30.25084,-97.74899,33,"30.25103,-97.74926",,,,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Burro Cheese Kitchen,Sandwich Restaurant,30.251459,-97.748687,36,"30.25103,-97.74926",7.9,0.054172107,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",The Continental Club,Rock Club,30.250458,-97.748981,51,"30.25103,-97.74926",8.8,0.978864491,2,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Joann’s Fine Foods,Diner,30.251598,-97.749218,53,"30.25103,-97.74926",7.1,0.981230465,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Gemma Love,Caribbean Restaurant,30.250597,-97.749511,53,"30.25103,-97.74926",,,,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Jo's Burger Box,Burger Joint,30.251691,-97.749134,61,"30.25103,-97.74926",,0.680292779,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Hotel San Jose Bar,Bar,30.250404,-97.749042,72,"30.25103,-97.74926",8.5,0.852771513,2,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Flying Carpet,Moroccan Restaurant,30.250436,-97.749605,75,"30.25103,-97.74926",,0.840538081,2,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",White Tiger,Bar,30.250304,-97.749136,81,"30.25103,-97.74926",,,,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",El Sol y La Luna,Mexican Restaurant,30.251988,-97.749019,108,"30.25103,-97.74926",,0.166654797,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Jeni's Splendid Ice Creams,Ice Cream Parlor,30.252167,-97.74906,116,"30.25103,-97.74926",8,0.980605341,1,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Sno Cones,Ice Cream Parlor,30.250436,-97.749605,175,"30.25103,-97.74926",,0.494132542,,
South Congress/James,30.25103,7,2,"30.25103,-97.74926",Juice Austin,Restaurant,30.251459,-97.748687,314,"30.25103,-97.74926",8.5,0.741982196,1,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Kinsolving Dining Hall,Buffet,30.290475,-97.739794,80,"30.2898,-97.74041",,0.996542038,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Hole in the Wall,Rock Club,30.289916,-97.741607,104,"30.2898,-97.74041",8.1,0.981072206,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Moody's Kitchen and Bar,Bar,30.289925,-97.741529,108,"30.2898,-97.74041",,0.87186548,3,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Guts 'n Glorie,American Restaurant,30.289823,-97.741691,113,"30.2898,-97.74041",,0.485214639,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Korean Japanese Restaurant,Asian Restaurant,30.289712,-97.741639,118,"30.2898,-97.74041",,,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Littlefield Patio Cafe,Deli,30.288615,-97.740152,121,"30.2898,-97.74041",,0.972122651,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Tiffanys,Coffee Shop,30.290163,-97.741638,124,"30.2898,-97.74041",,,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Zombie Taco,Taco Restaurant,30.290052,-97.741586,125,"30.2898,-97.74041",,0.880371909,1,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Madam Mam's Noodles and More,Italian Restaurant,30.289509,-97.741671,125,"30.2898,-97.74041",,,,
Dean Keeton/Whitis,30.2898,0,17,"30.2898,-97.74041",Kokodak,Asian Restaurant,30.289916,-97.741607,127,"30.2898,-97.74041",,0.502116716,2,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Glorias on W.6st,Latin American Restaurant,30.268947,-97.745349,11,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",The Belmont,Music Venue,30.268685,-97.745735,30,"30.26889,-97.74525",8.2,0.971592483,2,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Austin Ale House,Beer Garden,30.268565,-97.745449,37,"30.26889,-97.74525",7,0.963679525,2,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",The Iron Bear,Arts and Entertainment,30.268442,-97.745506,55,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Gloria’s Latin Cuisine,Latin American Restaurant,30.268965,-97.745485,56,"30.26889,-97.74525",7.3,0.950338279,2,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525","Thistle While You Work, Healthy Food On The Go",Café,30.268407,-97.744674,63,"30.26889,-97.74525",6.1,0.946579624,1,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",The Hideout Coffee Bar,Coffee Shop,30.268013,-97.745632,82,"30.26889,-97.74525",,0.901420376,1,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Thistle Cafe,Café,30.268246,-97.744768,85,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Rebels Honky Tonk,Night Club,30.267752,-97.746018,146,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Hudson On Fifth,Wine Bar,30.267709,-97.745956,147,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,2,10,"30.26889,-97.74525",Maiko Sushi Lounge,Asian Restaurant,30.268643,-97.745673,638,"30.26889,-97.74525",7.7,0.906429278,2,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Madam Mam's,Thai Restaurant,30.29072,-97.742449,38,"30.29068,-97.74292",7.4,0.916423343,2,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",The Pizza Press,Pizzeria,30.290753,-97.742168,84,"30.29068,-97.74292",7.5,0.993527201,1,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Tingy,Burger Joint,30.291097,-97.741871,111,"30.29068,-97.74292",,0.351493571,1,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Zombie Taco,Taco Restaurant,30.290052,-97.741586,134,"30.29068,-97.74292",,0.880371909,1,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Tiffanys,Coffee Shop,30.290163,-97.741638,135,"30.29068,-97.74292",,,,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Roppolo’s Pizzeria West Campus,Beer Garden,30.291012,-97.741542,137,"30.29068,-97.74292",,,,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Roppolo S Pizzeria,Pizzeria,30.291046,-97.741501,141,"30.29068,-97.74292",,0.965602374,1,
26th/Nueces,30.29068,0,12,"30.29068,-97.74292",Kirby Lane Bakery,Restaurant,30.291268,-97.741604,142,"30.29068,-97.74292",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Uncle Billy's Brew & Que,BBQ Joint,30.262101,-97.761323,17,"30.262,-97.76118",6.8,0.751643917,2,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Austin Eastciders,New American Restaurant,30.262194,-97.76124,23,"30.262,-97.76118",7.4,0.977851632,3,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Ski Shores Cafe,Music Venue,30.262358,-97.761697,29,"30.262,-97.76118",,0.153851632,2,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",ATX FOOD Co.,Vegan and Vegetarian Restaurant,30.2619,-97.76167,48,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",SquareRut Kava Bar,Lounge,30.26195,-97.761761,59,"30.262,-97.76118",7.1,0.956771513,1,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Vegan Food Truck by Austin Food Company,Vegan and Vegetarian Restaurant,30.261925,-97.761834,72,"30.262,-97.76118",,0.042650841,2,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Juliet Italian Kitchen,Italian Restaurant,30.261694,-97.760075,99,"30.262,-97.76118",8.4,0.97963996,2,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Wholly Kabob,Restaurant,30.261898,-97.760043,109,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Beirut Austin Food Trailer,Middle Eastern Restaurant,30.261898,-97.760043,109,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Juice Land,Vegan and Vegetarian Restaurant,30.262336,-97.762322,115,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Rhythm Super Foods,Restaurant,30.262336,-97.762322,115,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Pretty Thai For A White Guy,Thai Restaurant,30.261709,-97.759658,149,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",Tommy Want Wingy,Restaurant,30.261709,-97.759658,149,"30.262,-97.76118",,,,
Barton Springs/Kinney,30.262,2,14,"30.262,-97.76118",ATX FOOD Co.,Vegan and Vegetarian Restaurant,30.261993,-97.761823,355,"30.262,-97.76118",,0.951810089,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Fukumoto,Sushi Restaurant,30.264531,-97.731816,22,"30.26455,-97.73165",7.7,0.958963403,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Pasta Bar,Bar,30.264674,-97.731886,31,"30.26455,-97.73165",,0.924724036,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Ah Sing Den,Cocktail Bar,30.26491,-97.731274,33,"30.26455,-97.73165",8.4,0.955901088,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Pete's Bar,Bar,30.265024,-97.731877,48,"30.26455,-97.73165",,0.549839763,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Hen House,Music Venue,30.265006,-97.731742,57,"30.26455,-97.73165",,0.476605341,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Gelateria Gemelli,Coffee Shop,30.264806,-97.732326,59,"30.26455,-97.73165",8.9,0.958401583,1,
