Station_Name,Latitude,Longitude,Number of Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Tacodeli,Taco Restaurant,30.265296,-97.743431,110.0,"30.26634,-97.74378",8.3,0.984545994065282,1.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Chinatown Westlake,Chinese Restaurant,30.267153,-97.743061,113.0,"30.26634,-97.74378",,,,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Neon Grotto,Bar,30.266417,-97.745004,116.0,"30.26634,-97.74378",,0.9627457962413452,2.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Be More Pacific,Asian Restaurant,30.267292,-97.744364,119.0,"30.26634,-97.74378",,,,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Truluck's,Seafood Restaurant,30.266751,-97.745,123.0,"30.26634,-97.74378",9.0,0.9787774480712166,4.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Chi’lantro,Korean Restaurant,30.265857,-97.744794,123.0,"30.26634,-97.74378",,0.9390860534124628,2.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Summit,Night Club,30.267621,-97.743968,124.0,"30.26634,-97.74378",7.1,0.9601740850642928,2.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",House of the Rising Tanuki - San,Asian Restaurant,30.267578,-97.743905,124.0,"30.26634,-97.74378",,0.8652027695351138,2.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Highland Lounge,Night Club,30.266912,-97.744906,125.0,"30.26634,-97.74378",7.9,0.9876083086053412,2.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",The Vaughn,Music Venue,30.266021,-97.745252,128.0,"30.26634,-97.74378",,0.3714421364985163,,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Coconut Club,Night Club,30.26625,-97.745147,132.0,"30.26634,-97.74378",6.8,0.9864213649851632,3.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Cuatro Gato,Coffee Shop,30.266233,-97.745165,133.0,"30.26634,-97.74378",,0.8773095944609298,1.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Arepa Dealers,Southern / Soul Food Restaurant,30.266118,-97.745165,135.0,"30.26634,-97.74378",,,,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Red Ash,Italian Restaurant,30.265807,-97.74494,141.0,"30.26634,-97.74378",9.1,0.9923086053412464,2.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Oilcan,Night Club,30.26654,-97.74524,147.0,"30.26634,-97.74378",7.7,0.9903303659742828,1.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Texas Tavern,Restaurant,30.26688,-97.745187,147.0,"30.26634,-97.74378",,,,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Péché,Cocktail Bar,30.26688,-97.745187,152.0,"30.26634,-97.74378",8.8,0.9760079129574678,3.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Sully's SideBar,Bar,30.265953,-97.745262,153.0,"30.26634,-97.74378",5.5,0.8945123639960435,4.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",OneTaco Taqueria,Taco Restaurant,30.266123,-97.742337,156.0,"30.26634,-97.74378",6.5,0.8969970326409495,1.0,
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Fourth & Co.,Cocktail Bar,30.26688,-97.745187,168.0,"30.26634,-97.74378",,0.9105440158259148,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",JW Marriott Lobby Bar,Hotel Bar,30.264242,-97.743319,35.0,"30.26408,-97.74355",8.3,0.9917230464886252,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Taco Pegaso,Taco Restaurant,30.263693,-97.743643,43.0,"30.26408,-97.74355",,,,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Dean's Italian Steakhouse,Steakhouse,30.26454,-97.743186,49.0,"30.26408,-97.74355",,0.957673590504451,4.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Ellis,Bar,30.263605,-97.743487,50.0,"30.26408,-97.74355",7.6,0.9590504451038576,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Corner (Austin),Restaurant,30.264345,-97.743995,51.0,"30.26408,-97.74355",,,,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Edge Rooftop + Bar,Lounge,30.264456,-97.743631,53.0,"30.26408,-97.74355",,0.9176340257171116,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Austin Rotisserie,Comfort Food Restaurant,30.2636,-97.743611,56.0,"30.26408,-97.74355",,0.888379821958457,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Corner,Bar,30.264499,-97.743693,60.0,"30.26408,-97.74355",8.0,0.9938516320474776,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Osteria Pronto (Austin),Restaurant,30.264335,-97.743236,64.0,"30.26408,-97.74355",,0.9403521266073196,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Little Wu,Chinese Restaurant,30.263551,-97.743594,66.0,"30.26408,-97.74355",,0.9323363006923838,1.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Italic,Italian Restaurant,30.263487,-97.743644,69.0,"30.26408,-97.74355",,0.759351137487636,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",TLV Israeli Street food,Israeli Restaurant,30.263605,-97.743487,70.0,"30.26408,-97.74355",8.8,0.9595173095944608,,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Burger Bar On Congress,Burger Joint,30.264574,-97.743475,80.0,"30.26408,-97.74355",7.7,0.9429871414441148,1.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Fareground,Restaurant,30.263465,-97.744268,86.0,"30.26408,-97.74355",9.1,0.994919881305638,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Cedar Door,Pool Hall,30.264135,-97.742508,86.0,"30.26408,-97.74355",7.9,0.984482690405539,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Henbit,American Restaurant,30.263648,-97.74355,86.0,"30.26408,-97.74355",7.6,0.9004470820969337,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",The Austonian Club,Cocktail Bar,30.264494,-97.744347,89.0,"30.26408,-97.74355",,0.0480870425321463,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Cedar Door Patio Bar & Grill,Restaurant,30.26411,-97.74258,92.0,"30.26408,-97.74355",,0.8858081107814045,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Chi'Lantro,Fast Food Restaurant,30.264613,-97.744297,92.0,"30.26408,-97.74355",,,,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Foxy's Proper Pub,Restaurant,30.264153,-97.742643,94.0,"30.26408,-97.74355",,0.9372344213649852,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Cooper's Old Time Pit Bar-B-Que,Restaurant,30.264813,-97.743714,100.0,"30.26408,-97.74355",8.5,0.9939307616221564,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",P6,Bar,30.263155,-97.744007,111.0,"30.26408,-97.74355",,0.9154817012858556,2.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Llano Lounge,Lounge,30.26491,-97.744182,115.0,"30.26408,-97.74355",,0.8848348170128586,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Medusa,Lounge,30.264885,-97.744255,116.0,"30.26408,-97.74355",6.8,0.34086646884273,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",P6,Cocktail Bar,30.262868,-97.743947,122.0,"30.26408,-97.74355",7.4,0.9723600395647872,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Rising Roll Cafe- Austin,Deli,30.264097,-97.74486,123.0,"30.26408,-97.74355",,0.8857368941641939,1.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Mason's Famous Lobster Rolls,Seafood Restaurant,30.264604,-97.744509,128.0,"30.26408,-97.74355",,0.9723442136498516,3.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Sanjay & Sanjay's Bar,Bar,30.264618,-97.742225,140.0,"30.26408,-97.74355",,,,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Tacodeli,Taco Restaurant,30.265296,-97.743431,143.0,"30.26408,-97.74355",8.3,0.984545994065282,1.0,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Rainmaker Document Tech,Deli,30.265364,-97.743421,143.0,"30.26408,-97.74355",,,,
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Veracruz All Natural,Taco Restaurant,30.263007,-97.744477,162.0,"30.26408,-97.74355",7.9,0.9900375865479724,1.0,
South 1st/Riverside @ Long Center,30.25941,-97.74971,11,0,"30.25941,-97.74971",Zax Restaurant & Bar,Restaurant,30.258835,-97.748332,146.0,"30.25941,-97.74971",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Sweetgreen,Restaurant,30.285804,-97.74197,16.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Chipotle Mexican Grill,Fast Food Restaurant,30.285643,-97.742064,24.0,"30.28576,-97.74181",6.6,0.9886765578635016,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Caffe Medici,Café,30.285473,-97.741958,37.0,"30.28576,-97.74181",7.4,0.9759920870425322,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Austaco,Restaurant,30.285418,-97.741409,54.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",BibiBowl,Asian Restaurant,30.286347,-97.741886,65.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Gourdough's Food Truck,Bagel Shop,30.286315,-97.742167,70.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Masala Dhaba,Indian Restaurant,30.28629,-97.74224,71.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Gyro House,Restaurant,30.286238,-97.742509,85.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",The Gypsy Kit Atx,Sandwich Restaurant,30.286096,-97.742615,85.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Kebab Time,Mediterranean Restaurant,30.286096,-97.742615,85.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Maggie's Waffles,Vegan and Vegetarian Restaurant,30.286096,-97.742615,86.0,"30.28576,-97.74181",,0.6671256181998022,2.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Momora Austin Food,Restaurant,30.286224,-97.742559,88.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Ice Scrapers,Ice Cream Parlor,30.286121,-97.742542,93.0,"30.28576,-97.74181",,0.8648308605341246,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Pizza On Point,Pizzeria,30.286096,-97.742615,96.0,"30.28576,-97.74181",,0.3033827893175074,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Dollar Slice Club,Pizzeria,30.286652,-97.74198,100.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Potbelly Sandwich Shop,Restaurant,30.286798,-97.741885,115.0,"30.28576,-97.74181",7.9,0.9895311572700296,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Field Of Greens,Salad Restaurant,30.286212,-97.740595,115.0,"30.28576,-97.74181",,0.2068842729970326,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Chick'nCone,Restaurant,30.287015,-97.741827,139.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Burger FI,Restaurant,30.287095,-97.74177,148.0,"30.28576,-97.74181",,,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",The H.J. Lutcher Stark Center,Museum,30.286279,-97.741896,903.0,"30.28576,-97.74181",,0.8995529179030662,,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",ATX Gyro,Halal Restaurant,30.28629,-97.74224,3241.0,"30.28576,-97.74181",,0.906650840751731,1.0,
Guadalupe/West Mall @ University Co-op,30.28576,-97.74181,1,12,"30.28576,-97.74181",Song La,Asian Restaurant,30.286096,-97.742615,12161.0,"30.28576,-97.74181",7.9,0.9066112759643916,1.0,
Zilker Park,30.2659,-97.76822,7,7,"30.2659,-97.76822",Barton Springs Splash! Exhibit,Science Museum,30.264871,-97.768418,40.0,"30.2659,-97.76822",8.4,0.4034975272007913,,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",The Good Capitalist Party,Cocktail Bar,30.269312,-97.739425,46.0,"30.26912,-97.73986",,,,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Ancho's Restaurant,Restaurant,30.268678,-97.740145,51.0,"30.26912,-97.73986",6.5,0.8782987141444115,3.0,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Omni Hotel Atrium Lounge,Hotel Bar,30.269154,-97.740071,52.0,"30.26912,-97.73986",5.7,0.9893808110781404,3.0,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Jackrabbit,Restaurant,30.268977,-97.74039,53.0,"30.26912,-97.73986",,,,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Holy Grounds,Coffee Shop,30.268503,-97.739344,62.0,"30.26912,-97.73986",8.0,0.9076953511374876,1.0,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Ancho's,Bar,30.268653,-97.740218,68.0,"30.26912,-97.73986",,0.3034144411473788,2.0,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Baxter's Bistro,Restaurant,30.26877,-97.740906,107.0,"30.26912,-97.73986",,,,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Cafe Divine,Café,30.268342,-97.739438,108.0,"30.26912,-97.73986",,0.9146350148367952,1.0,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Lucky Lab Coffee Co.,Coffee Shop,30.269321,-97.74108,115.0,"30.26912,-97.73986",,0.8974401582591494,1.0,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Product Test,Cajun / Creole Restaurant,30.26924,-97.741157,125.0,"30.26912,-97.73986",,,,
8th/San Jacinto,30.26912,-97.73986,0,12,"30.26912,-97.73986",Biderman's Deli,Bagel Shop,30.26984,-97.741069,150.0,"30.26912,-97.73986",7.2,0.2436636993076162,1.0,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",Pluckers Wing Bar,Sports Bar,30.286485,-97.74504,18.0,"30.2862,-97.74516",8.4,0.9972225519287834,2.0,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",Bao'd Up,Asian Restaurant,30.286596,-97.745092,44.0,"30.2862,-97.74516",,,,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",UTea Pho,Sandwich Restaurant,30.286395,-97.745676,52.0,"30.2862,-97.74516",,0.9855588526211672,2.0,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",Raku Sushi and Asian Bistro,Asian Restaurant,30.286656,-97.74529,69.0,"30.2862,-97.74516",6.3,0.9553788328387736,2.0,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",Mango Mango,Dessert Shop,30.286596,-97.745092,75.0,"30.2862,-97.74516",,0.931513353115727,1.0,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",Austin's Pizza,Pizzeria,30.286656,-97.74529,96.0,"30.2862,-97.74516",,0.897084075173096,1.0,
22.5/Rio Grande,30.2862,-97.74516,1,4,"30.2862,-97.74516",Syriano Shawarma,Falafel Restaurant,30.287226,-97.744821,118.0,"30.2862,-97.74516",,,,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Sock Club,Bar,30.261851,-97.727263,38.0,"30.26217,-97.72743",,,,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",The Good Vegan,Vegan and Vegetarian Restaurant,30.261851,-97.727263,38.0,"30.26217,-97.72743",,,,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Halal Time,Fast Food Restaurant,30.262702,-97.727407,55.0,"30.26217,-97.72743",,0.8885064292779427,,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",The White Horse,Night Club,30.262513,-97.727022,57.0,"30.26217,-97.72743",8.8,0.9815311572700296,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Bomb Tacos,Taco Restaurant,30.262581,-97.727012,57.0,"30.26217,-97.72743",5.7,0.8772858555885262,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Glory Hole Hot Dogs,Hot Dog Joint,30.262745,-97.727469,64.0,"30.26217,-97.72743",,,,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Ma'Coco,Taco Restaurant,30.262227,-97.726084,69.0,"30.26217,-97.72743",,0.9375034619188922,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",The Eastern,Night Club,30.262903,-97.726824,91.0,"30.26217,-97.72743",6.9,0.8594817012858555,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Cisco's Liars Club,Night Club,30.262971,-97.726813,106.0,"30.26217,-97.72743",,,,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Cisco's Restaurant & Bakery,Bakery,30.262903,-97.726824,107.0,"30.26217,-97.72743",7.3,0.9623343224530168,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Texas Coffee Traders,Coffee Shop,30.26204,-97.728959,120.0,"30.26217,-97.72743",9.0,0.9477190900098912,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",La Matta,Italian Restaurant,30.262366,-97.7267,120.0,"30.26217,-97.72743",8.3,0.5952522255192878,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Il Brutto,Cocktail Bar,30.26267,-97.726377,130.0,"30.26217,-97.72743",7.8,0.9659901088031652,2.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",The Volstead Lounge,Night Club,30.263389,-97.727093,144.0,"30.26217,-97.72743",7.6,0.9452106824925816,2.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Rollin' Smoke BBQ Chuckwagon,Restaurant,30.263492,-97.727353,144.0,"30.26217,-97.72743",7.3,0.4481819980217606,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",LoLo,Wine Bar,30.263414,-97.72702,154.0,"30.26217,-97.72743",8.7,0.9464371909000988,2.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Little Plaza Tacos,Mexican Restaurant,30.262702,-97.727407,155.0,"30.26217,-97.72743",7.6,0.8700059347181008,1.0,
Plaza Saltillo,30.26217,-97.72743,7,5,"30.26217,-97.72743",Rollin Smoke BBQ,BBQ Joint,30.262702,-97.727407,1158.0,"30.26217,-97.72743",7.4,0.9411434223541048,1.0,
East 6th/Pedernales,30.25902,-97.71479,6,5,"30.25902,-97.71479",La Holly,Cocktail Bar,30.259035,-97.714312,26.0,"30.25902,-97.71479",7.7,0.95384371909001,2.0,
East 6th/Pedernales,30.25902,-97.71479,6,5,"30.25902,-97.71479",Sosa Mediterranean Foods,Mediterranean Restaurant,30.259035,-97.714312,45.0,"30.25902,-97.71479",,,,
East 6th/Pedernales,30.25902,-97.71479,6,5,"30.25902,-97.71479",Ararat Mid-East Fusion,Arts and Entertainment,30.259224,-97.716008,119.0,"30.25902,-97.71479",,,,
East 6th/Pedernales,30.25902,-97.71479,6,5,"30.25902,-97.71479",Greater Goods Coffee Roasters,Café,30.257748,-97.715064,127.0,"30.25902,-97.71479",9.1,0.9868803165182988,1.0,
East 6th/Pedernales,30.25902,-97.71479,6,5,"30.25902,-97.71479",Ararat ToGo + Coffee Window,"Cafes, Coffee, and Tea Houses",30.259204,-97.716183,135.0,"30.25902,-97.71479",,,,
East 6th/Pedernales,30.25902,-97.71479,6,5,"30.25902,-97.71479",The Pershing,Cocktail Bar,30.25793,-97.715657,157.0,"30.25902,-97.71479",,0.9586231454005936,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Teji's Indian Restaurant and Grocery,Restaurant,30.284019,-97.74211,7.0,"30.28395,-97.74198",7.8,0.9032561819980216,1.0,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Teji's,Indian Restaurant,30.283997,-97.742182,20.0,"30.28395,-97.74198",,,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Sarovar Express,Restaurant,30.28354,-97.741632,56.0,"30.28395,-97.74198",,,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Oma's Kitchen,Korean Restaurant,30.282835,-97.74181,69.0,"30.28395,-97.74198",,0.9079723046488624,2.0,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Mr. Delivery,Restaurant,30.283323,-97.741847,70.0,"30.28395,-97.74198",,,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Dobie Center,Ice Cream Parlor,30.283497,-97.741569,73.0,"30.28395,-97.74198",,0.9898001978239368,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Everest Cuisine,Indian Restaurant,30.283411,-97.741445,78.0,"30.28395,-97.74198",,,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Burrito Factory,Latin American Restaurant,30.283064,-97.741706,84.0,"30.28395,-97.74198",7.1,0.9341483679525222,1.0,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Harry Ransom Center,Art Museum,30.284141,-97.741193,91.0,"30.28395,-97.74198",9.2,0.960648862512364,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Niki's Pizza,Pizzeria,30.283064,-97.741706,119.0,"30.28395,-97.74198",,0.4744688427299703,1.0,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Poke Bay,Hawaiian Restaurant,30.282835,-97.74181,122.0,"30.28395,-97.74198",,0.8510069238377844,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Sushi Caliente,Sushi Restaurant,30.282835,-97.74181,124.0,"30.28395,-97.74198",,,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",K-Bop,Korean Restaurant,30.282814,-97.742435,125.0,"30.28395,-97.74198",6.7,0.955188921859545,2.0,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Austin C Bombay,Restaurant,30.282821,-97.742227,127.0,"30.28395,-97.74198",,,,
21st/Guadalupe,30.28395,-97.74198,3,8,"30.28395,-97.74198",Heat,Restaurant,30.282726,-97.742401,141.0,"30.28395,-97.74198",,,,
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Anthem,Beer Bar,30.260375,-97.737915,3.0,"30.26078,-97.73808",8.2,0.9916993076162216,3.0,
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Placeholder,Tiki Bar,30.260838,-97.738207,13.0,"30.26078,-97.73808",,0.9872363996043522,,
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Placeholder Austin,Cocktail Bar,30.260813,-97.738212,13.0,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",The Alibi,Sports Bar,30.260811,-97.73833,18.0,"30.26078,-97.73808",6.6,0.8796360039564788,2.0,
